infraclass,cohort,order,suborder,superfamily,family,subfamily,tribe,genus,species,iBite,ID,specimen,amplification,head.w,head.h,head.l,th.w,body.l,wing.l,latitude,longitude,country
Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeoidea,Geotrupidae,Geotrupinae,Geotrupini,Anoplotrupes,stercorosus,1915,Anoplotrupes_stercorosus,1965,2.0,4.77,3.05,4.42,9.77,16.55,10.71,50.82118,7.191328,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeoidea,Geotrupidae,Geotrupinae,Geotrupini,Anoplotrupes,stercorosus,1939,Anoplotrupes_stercorosus,1992,2.0,4.43,2.64,3.97,9.0,17.03,10.02,50.947128,7.147713,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeoidea,Geotrupidae,Geotrupinae,Geotrupini,Anoplotrupes,stercorosus,1941,Anoplotrupes_stercorosus,1994,2.0,4.73,3.37,4.99,10.68,19.5,19.43,50.947128,7.147713,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeoidea,Geotrupidae,Geotrupinae,Geotrupini,Geotrupes,stercorarius,534,Geotrupes_stercorarius,0590,2.0,3.76,2.66,3.89,8.61,15.99,9.83,50.687880943686,7.10864606947524,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeoidea,Geotrupidae,Geotrupinae,Geotrupini,Geotrupes,stercorarius,535,Geotrupes_stercorarius,0590,2.0,3.76,2.66,3.89,8.61,15.99,9.83,50.687880943686,7.10864606947524,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeoidea,Geotrupidae,Geotrupinae,Geotrupini,Trypocopris,vernalis,927,Trypocopris_vernalis,0936,2.0,4.44,1.96,2.31,10.78,17.63,12.0,46.383306,14.510889,Slovenia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeoidea,Geotrupidae,Geotrupinae,Geotrupini,Trypocopris,vernalis,2425,Trypocopris_vernalis,0936,2.0,4.44,1.96,2.31,10.78,17.63,12.0,46.383306,14.510889,Slovenia
Neoptera,Polyneoptera,Coleoptera,Ensifera,Grylloidea,Gryllidae,Nemobiinae,Nemobiini,Nemobius,sylvestris,2617,Nemobius_sylvestris,2351,2.0,2.57,2.47,1.54,2.93,11.23,3.59,50.8391268290248,7.15754691320301,Germany
Neoptera,Polyneoptera,Coleoptera,Ensifera,Grylloidea,Gryllidae,Nemobiinae,Nemobiini,Nemobius,sylvestris,2621,Nemobius_sylvestris,2352,2.0,2.59,2.84,1.82,3.04,11.14,2.29,50.8391268290248,7.15754691320301,Germany
Neoptera,Polyneoptera,Coleoptera,Ensifera,Grylloidea,Gryllidae,Nemobiinae,Nemobiini,Nemobius,sylvestris,2622,Nemobius_sylvestris,2352,2.0,2.59,2.84,1.82,3.04,11.14,2.29,50.8391268290248,7.15754691320301,Germany
Neoptera,Polyneoptera,Coleoptera,Ensifera,Grylloidea,Gryllidae,Nemobiinae,Nemobiini,Nemobius,sylvestris,2623,Nemobius_sylvestris,2352,2.0,2.59,2.84,1.82,3.04,11.14,2.29,50.8391268290248,7.15754691320301,Germany
Neoptera,Polyneoptera,Coleoptera,Ensifera,Grylloidea,Gryllidae,Nemobiinae,Nemobiini,Nemobius,sylvestris,2624,Nemobius_sylvestris,2353,2.0,2.36,2.54,1.86,2.54,10.4,3.46,50.8391268290248,7.15754691320301,Germany
Neoptera,Polyneoptera,Coleoptera,Ensifera,Grylloidea,Gryllidae,Nemobiinae,Nemobiini,Nemobius,sylvestris,2626,Nemobius_sylvestris,2354,2.0,3.02,2.97,1.86,3.14,13.24,2.95,50.8391268290248,7.15754691320301,Germany
Neoptera,Polyneoptera,Coleoptera,Ensifera,Grylloidea,Gryllidae,Nemobiinae,Nemobiini,Nemobius,sylvestris,2629,Nemobius_sylvestris,2354,2.0,3.02,2.97,1.86,3.14,13.24,2.95,50.8391268290248,7.15754691320301,Germany
Neoptera,Polyneoptera,Coleoptera,Ensifera,Grylloidea,Gryllidae,Nemobiinae,Nemobiini,Nemobius,sylvestris,2632,Nemobius_sylvestris,2355,2.0,2.62,2.39,1.72,2.81,10.42,3.51,50.8391268290248,7.15754691320301,Germany
Neoptera,Polyneoptera,Coleoptera,Ensifera,Grylloidea,Gryllidae,Nemobiinae,Nemobiini,Nemobius,sylvestris,2633,Nemobius_sylvestris,2355,2.0,2.62,2.39,1.72,2.81,10.42,3.51,50.8391268290248,7.15754691320301,Germany
Neoptera,Polyneoptera,Coleoptera,Ensifera,Grylloidea,Gryllidae,Nemobiinae,Nemobiini,Nemobius,sylvestris,2634,Nemobius_sylvestris,2356,2.0,2.31,2.33,1.68,2.44,10.76,3.63,50.8391268290248,7.15754691320301,Germany
Neoptera,Polyneoptera,Coleoptera,Ensifera,Grylloidea,Gryllidae,Nemobiinae,Nemobiini,Nemobius,sylvestris,2636,Nemobius_sylvestris,2356,2.0,2.31,2.33,1.68,2.44,10.76,3.63,50.8391268290248,7.15754691320301,Germany
Neoptera,Polyneoptera,Coleoptera,Ensifera,Grylloidea,Gryllidae,x,x,Gryllidae,sp_PAN2,1392,Gryllidae_sp_PAN2,1464,2.0,4.3,5.66,3.1,4.3,19.4,11.4,9.15588062636396,-79.8488367662606,Panama
Neoptera,Polyneoptera,Coleoptera,Ensifera,Grylloidea,Gryllidae,x,x,Gryllidae,sp_PAN2,1393,Gryllidae_sp_PAN2,1464,2.0,4.3,5.66,3.1,4.3,19.4,11.4,9.15588062636396,-79.8488367662606,Panama
Neoptera,Endopterygota,Coleoptera,Adephaga,Gyrinoidea,Gyrinidae,-,-,Dineutus,australis,1298,Dineutus_australis,1371,20.0,1.59,1.41,1.5,2.46,9.28,6.02,-25.625889,149.79313,Australia
Neoptera,Endopterygota,Coleoptera,Adephaga,Gyrinoidea,Gyrinidae,-,-,Dineutus,australis,2347,Dineutus_australis,1371,20.0,1.59,1.41,1.5,2.46,9.28,6.02,-25.625889,149.79313,Australia
Neoptera,Endopterygota,Coleoptera,Adephaga,Gyrinoidea,Gyrinidae,-,-,Dineutus,australis,2348,Dineutus_australis,1371,20.0,1.59,1.41,1.5,2.46,9.28,6.02,-25.625889,149.79313,Australia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Histeroidea,Histeridae,Histerinae,Histerini,Hister,sp_SLO1,913,Hister_sp_SLO1,0929,2.0,1.56,0.76,0.92,4.3,8.54,4.51,46.383306,14.510889,Slovenia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Histeroidea,Histeridae,Histerinae,Histerini,Hister,sp_SLO1,914,Hister_sp_SLO1,0929,2.0,1.56,0.99,1.21,4.3,8.54,4.51,46.383306,14.510889,Slovenia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Histeroidea,Histeridae,Histerinae,Histerini,Hister,sp_SLO1,915,Hister_sp_SLO1,0929,2.0,1.56,0.99,1.21,4.3,8.54,4.51,46.383306,14.510889,Slovenia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Elateroidea,Lampyridae,Photurinae,-,Photuris,sp_PAN1,1489,Photuris_sp_PAN1,1525,20.0,2.34,1.28,1.59,2.5,10.24,8.35,9.15588062636396,-79.8488367662606,Panama
Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeoidea,Lucanidae,Lucaninae,Cladognathini,Prosopocoilus,torresensis,1098,Prosopocoilus_torresensis,1171,2.0,7.43,3.82,4.92,9.42,26.63,15.93,-16.102306,145.448079,Australia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeoidea,Lucanidae,Lucaninae,Dorcini,Dorcus,parallelipipedus,708,Dorcus_parallelipipedus,0739,0.5,6.56,3.48,3.87,7.88,18.63,11.15,50.8310130092791,7.13873262110423,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeoidea,Lucanidae,Lucaninae,Dorcini,Dorcus,parallelipipedus,713,Dorcus_parallelipipedus,0743,2.0,4.99,2.62,3.11,6.77,15.85,10.11,50.8310130092791,7.13873262110423,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeoidea,Lucanidae,Lucaninae,Dorcini,Dorcus,parallelipipedus,2616,Dorcus_parallelipipedus,2350,2.0,6.74,3.07,4.05,8.78,22.06,11.98,42.0712955480561,9.02261013506413,France:Corsica
Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeoidea,Lucanidae,Lucaninae,Lucanini,Lucanus,cervus,707,Lucanus_cervus,0738,0.5,11.21,6.38,7.42,16.53,41.04,25.02,50.6704026378664,7.10959279172505,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeoidea,Lucanidae,Lucaninae,Lucanini,Lucanus,cervus,772,Lucanus_cervus,0774,0.5,12.4,6.1,7.8,12.6,35.9,22.5,50.659603429072,7.096246119484,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeoidea,Lucanidae,Lucaninae,Ryssonotini,Cacostomus,squamosus,1368,Cacostomus_squamosus,1441,2.0,4.95,2.57,3.43,8.77,18.17,11.09,-26.000344,153.14821,Australia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeoidea,Lucanidae,Lucaninae,Ryssonotini,Cacostomus,squamosus,1369,Cacostomus_squamosus,1442,2.0,3.92,2.37,3.37,7.14,16.06,10.16,-26.000344,153.14821,Australia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeoidea,Lucanidae,Lucaninae,Ryssonotini,Cacostomus,squamosus,1370,Cacostomus_squamosus,1443,2.0,4.83,2.48,3.29,8.39,17.69,10.66,-26.000344,153.14821,Australia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeoidea,Lucanidae,Lucaninae,Ryssonotini,Cacostomus,squamosus,1376,Cacostomus_squamosus,1449,2.0,3.36,1.97,2.88,6.97,16.03,10.01,-26.000344,153.14821,Australia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeoidea,Lucanidae,Lucaninae,Ryssonotini,Cacostomus,squamosus,1379,Cacostomus_squamosus,1452,2.0,4.76,2.53,3.7,8.58,17.86,10.72,-26.000344,153.14821,Australia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeoidea,Lucanidae,Lucaninae,Ryssonotini,Cacostomus,squamosus,1380,Cacostomus_squamosus,1453,2.0,4.89,2.44,3.44,8.51,18.04,10.65,-26.000344,153.14821,Australia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeoidea,Lucanidae,Lucaninae,Ryssonotini,Cacostomus,squamosus,1381,Cacostomus_squamosus,1454,2.0,4.59,2.42,3.54,7.99,16.95,10.26,-26.000344,153.14821,Australia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Lymexyloidea,Lymexylidae,-,-,Hylecoetus,dermestoides,640,Hylecoetus_dermestoides,0682,20.0,2.18,1.39,1.95,2.46,13.69,10.76,50.8193666930251,7.19342602959187,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Lymexyloidea,Lymexylidae,-,-,Hylecoetus,dermestoides,641,Hylecoetus_dermestoides,0682,2.0,2.18,1.39,1.95,2.46,13.69,10.76,50.8193666930251,7.19342602959187,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Lymexyloidea,Lymexylidae,-,-,Hylecoetus,dermestoides,642,Hylecoetus_dermestoides,0682,2.0,2.18,1.39,1.95,2.46,13.69,10.76,50.8193666930251,7.19342602959187,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Lymexyloidea,Lymexylidae,-,-,Hylecoetus,dermestoides,2279,Hylecoetus_dermestoides,0682,2.0,2.18,1.39,1.95,2.46,13.69,10.76,50.8193666930251,7.19342602959187,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Tenebrionoidea,Meloidae,Meloinae,Meloini,Meloe,proscarabaeus,2488,Meloe_proscarabaeus,2241,2.0,5.88,3.03,6.34,4.94,32.28,11.51,54.768540607981,9.90866080492895,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Tenebrionoidea,Meloidae,Meloinae,Meloini,Meloe,proscarabaeus,2490,Meloe_proscarabaeus,2241,2.0,5.88,3.03,6.34,4.94,32.28,11.51,54.768540607981,9.90866080492895,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeoidea,Melolonthidae,Melolonthinae,Melolonthini,Amphimallon,solstitiale,770,Amphimallon_solstitiale,0796,20.0,3.81,2.19,2.54,5.91,15.58,11.15,52.485945,13.481033,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeoidea,Melolonthidae,Melolonthinae,Melolonthini,Melolontha,melolontha,662,Melolontha_melolontha,0703,20.0,3.94,2.42,2.49,7.77,20.55,14.67,50.8395602,7.1511161,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeoidea,Melolonthidae,Melolonthinae,Melolonthini,Melolontha,melolontha,663,Melolontha_melolontha,0704,20.0,3.97,2.79,3.15,7.46,20.93,14.26,50.8395602,7.1511161,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeoidea,Melolonthidae,Melolonthinae,Melolonthini,Melolontha,melolontha,664,Melolontha_melolontha,0704,2.0,3.97,2.79,3.15,7.46,20.93,14.26,50.8395602,7.1511161,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeoidea,Melolonthidae,Melolonthinae,Melolonthini,Melolontha,melolontha,665,Melolontha_melolontha,0705,2.0,4.56,3.12,3.58,8.29,23.39,15.6,50.8395602,7.1511161,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeoidea,Melolonthidae,Melolonthinae,Melolonthini,Melolontha,melolontha,666,Melolontha_melolontha,0705,2.0,4.56,3.12,3.58,8.29,23.39,15.6,50.8395602,7.1511161,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeoidea,Melolonthidae,Melolonthinae,Melolonthini,Melolontha,melolontha,705,Melolontha_melolontha,0737,2.0,4.96,3.22,4.27,9.17,28.86,17.27,50.8372334669308,7.15699853743161,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeoidea,Melolonthidae,Melolonthinae,Melolonthini,Melolontha,melolontha,706,Melolontha_melolontha,0737,2.0,4.96,3.22,4.27,9.17,28.86,17.27,50.8372334669308,7.15699853743161,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeoidea,Melolonthidae,Melolonthinae,Melolonthini,Melolontha,melolontha,2284,Melolontha_melolontha,0704,20.0,3.97,2.79,3.15,7.46,20.93,14.26,50.8395602,7.1511161,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeoidea,Melolonthidae,Melolonthinae,Melolonthini,Melolontha,melolontha,2285,Melolontha_melolontha,0704,2.0,3.97,2.79,3.15,7.46,20.93,14.26,50.8395602,7.1511161,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeoidea,Melolonthidae,Melolonthinae,Melolonthini,Melolontha,melolontha,2286,Melolontha_melolontha,0705,2.0,4.56,3.12,3.58,8.29,23.39,15.6,50.8395602,7.1511161,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Cleroidea,Melyridae,Malachiinae,Malachiini,Malachius,bipustulatus,522,Malachius_bipustulatus,0581,2.0,1.81,1.07,1.18,1.89,6.96,4.84,50.680550475791,7.09262498975213,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Cleroidea,Melyridae,Malachiinae,Malachiini,Malachius,bipustulatus,526,Malachius_bipustulatus,0585,2.0,1.61,0.92,1.27,2.0,8.31,4.69,50.680550475791,7.09262498975213,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Cleroidea,Melyridae,Malachiinae,Malachiini,Malachius,bipustulatus,527,Malachius_bipustulatus,0585,2.0,1.61,0.92,1.27,2.0,8.31,4.69,50.680550475791,7.09262498975213,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Cleroidea,Melyridae,Malachiinae,Malachiini,Malachius,bipustulatus,625,Malachius_bipustulatus,0663,20.0,1.78,0.73,0.92,1.59,8.62,4.68,50.8193666930251,7.19342602959187,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Cleroidea,Melyridae,Malachiinae,Malachiini,Malachius,bipustulatus,2223,Malachius_bipustulatus,0581,2.0,1.81,1.07,1.18,1.89,6.96,4.84,50.680550475791,7.09262498975213,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Cleroidea,Melyridae,Malachiinae,Malachiini,Malachius,bipustulatus,2227,Malachius_bipustulatus,0585,2.0,1.61,0.92,1.27,2.0,8.31,4.69,50.680550475791,7.09262498975213,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeoidea,Passalidae,-,-,Aulacocyclus,fracticornis,1079,Aulacocyclus_fracticornis,1152,2.0,5.53,3.64,3.92,7.77,23.78,13.95,-16.102306,145.448079,Australia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeoidea,Passalidae,-,-,Aulacocyclus,fracticornis,1080,Aulacocyclus_fracticornis,1153,2.0,5.23,3.45,3.78,7.75,23.67,14.21,-16.102306,145.448079,Australia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeoidea,Passalidae,-,-,Aulacocyclus,fracticornis,1100,Aulacocyclus_fracticornis,1173,2.0,4.62,3.39,4.05,7.45,22.74,15.03,-16.102306,145.448079,Australia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeoidea,Passalidae,-,-,Aulacocyclus,fracticornis,2331,Aulacocyclus_fracticornis,1153,2.0,5.23,3.45,3.78,7.75,23.67,14.21,-16.102306,145.448079,Australia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeoidea,Passalidae,-,-,Mastachilus,australasicus,1082,Mastachilus_australasicus,1155,0.5,9.35,5.19,7.25,12.25,39.21,24.47,-16.102306,145.448079,Australia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeoidea,Passalidae,-,-,Mastachilus,australasicus,1083,Mastachilus_australasicus,1156,0.5,9.91,5.37,7.65,13.35,40.96,24.41,-16.102306,145.448079,Australia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeoidea,Passalidae,-,-,Mastachilus,australasicus,1117,Mastachilus_australasicus,1190,2.0,8.98,5.58,6.79,12.47,38.22,24.25,-16.102306,145.448079,Australia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeoidea,Passalidae,-,-,Mastachilus,australasicus,1118,Mastachilus_australasicus,1191,0.5,9.86,5.82,7.92,13.58,41.96,25.62,-16.102306,145.448079,Australia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeoidea,Passalidae,-,-,Mastachilus,australasicus,1119,Mastachilus_australasicus,1192,0.5,10.53,6.16,8.09,14.42,44.45,26.85,-16.102306,145.448079,Australia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeoidea,Passalidae,-,-,Mastachilus,australasicus,1120,Mastachilus_australasicus,1193,0.5,10.24,5.99,8.01,14.16,42.47,27.54,-16.102306,145.448079,Australia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeoidea,Passalidae,-,-,Mastachilus,australasicus,1121,Mastachilus_australasicus,1194,0.5,9.18,5.63,6.97,12.66,40.41,25.0,-16.102306,145.448079,Australia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeoidea,Passalidae,x,x,Passalidae,sp_PAN1,1516,Passalidae_sp_PAN1,1547,2.0,6.05,3.45,6.73,7.73,29.08,15.16,9.15588062636396,-79.8488367662606,Panama
Neoptera,Endopterygota,Coleoptera,Polyphaga,Tenebrionoidea,Pyrochroidae,Pyrochroinae,-,Pyrochroa,coccinea,667,Pyrochroa_coccinea,0706,2.0,2.56,1.24,2.09,3.27,15.95,12.77,50.8395602,7.1511161,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Tenebrionoidea,Pyrochroidae,Pyrochroinae,-,Pyrochroa,coccinea,668,Pyrochroa_coccinea,0706,2.0,2.56,1.24,2.09,3.27,15.95,12.77,50.8395602,7.1511161,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Tenebrionoidea,Pyrochroidae,Pyrochroinae,-,Pyrochroa,coccinea,2287,Pyrochroa_coccinea,0706,2.0,2.56,1.24,2.09,3.27,15.95,12.77,50.8395602,7.1511161,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Tenebrionoidea,Pyrochroidae,Pyrochroinae,-,Pyrochroa,coccinea,2288,Pyrochroa_coccinea,0706,2.0,2.56,1.24,2.09,3.27,15.95,12.77,50.8395602,7.1511161,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Tenebrionoidea,Pyrochroidae,Pyrochroinae,-,Pyrochroa,coccinea,2289,Pyrochroa_coccinea,0706,2.0,2.56,1.24,2.09,3.27,15.95,12.77,50.8395602,7.1511161,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Tenebrionoidea,Pyrochroidae,Pyrochroinae,-,Pyrochroa,coccinea,2568,Pyrochroa_coccinea,2304,2.0,2.69,1.45,2.84,3.24,18.42,12.68,50.7753634965805,7.1066632307621,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Tenebrionoidea,Pyrochroidae,Pyrochroinae,-,Pyrochroa,coccinea,2580,Pyrochroa_coccinea,2312,2.0,2.54,1.14,2.95,3.3,19.61,12.69,50.7753634965805,7.1066632307621,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Staphylinoidea,Silphidae,Silphinae,-,Phosphuga,atrata,2221,Phosphuga_atrata,0580,2.0,1.84,1.03,2.05,3.78,13.72,8.22,51.4321032865974,7.49468658529589,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Staphylinoidea,Silphidae,Silphinae,-,Phosphuga,atrata,2222,Phosphuga_atrata,0580,2.0,1.84,1.03,2.05,3.78,13.72,8.22,51.4321032865974,7.49468658529589,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Oxyporinae,-,Oxyporus,rufus,682,Oxyporus_rufus,0728,0.5,2.48,1.01,1.51,2.2,7.61,2.22,49.0456837436684,8.25809622270133,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Oxyporinae,-,Oxyporus,rufus,683,Oxyporus_rufus,0728,0.5,2.48,1.01,1.51,2.2,7.61,2.22,49.0456837436684,8.25809622270133,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Oxyporinae,-,Oxyporus,rufus,684,Oxyporus_rufus,0728,0.5,2.48,1.01,1.51,2.2,7.61,2.22,49.0456837436684,8.25809622270133,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Paederinae,Paederini,Paederus,sp_PAN1,1617,Paederus_sp_PAN1,1624,20.0,1.4,0.73,1.78,1.32,10.7,1.95,8.99258124231596,-79.5456632055133,Panama
Neoptera,Endopterygota,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Paederinae,Paederini,Paederus,sp_PAN1,2184,Paederus_sp_PAN1,1624,20.0,1.4,0.73,1.78,1.32,10.7,1.95,8.99258124231596,-79.5456632055133,Panama
Neoptera,Endopterygota,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Paederinae,Pinophilini,Pinophilini,sp_AUS1,1300,Pinophilini_sp_AUS1,1373,20.0,1.62,0.72,1.19,1.7,12.04,2.43,-25.625889,149.79313,Australia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Paederinae,Pinophilini,Pinophilini,sp_AUS2,1095,Pinophilini_sp_AUS2,1168,2.0,1.64,0.65,1.03,1.69,8.9,1.82,-16.102306,145.448079,Australia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Paederinae,Pinophilini,Pinophilini,sp_AUS2,1096,Pinophilini_sp_AUS2,1169,2.0,1.59,0.69,1.45,1.87,9.83,2.61,-16.102306,145.448079,Australia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Staphylininae,Staphylinini,Nordus,sp_PAN1,1629,Nordus_sp_PAN1,1636,20.0,1.98,0.91,2.27,2.02,13.05,2.58,9.12154744646711,-79.7085319812314,Panama
Neoptera,Endopterygota,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Staphylininae,Staphylinini,Ocypus,nitens,1685,Ocypus_nitens,1740,2.0,3.6,1.74,4.06,3.24,20.84,3.37,50.8351412388469,7.16298847381268,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Staphylininae,Staphylinini,Ocypus,olens,923,Ocypus_olens,0935,2.0,5.12,3.93,4.83,4.85,27.44,4.64,46.383306,14.510889,Slovenia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Staphylininae,Staphylinini,Ocypus,olens,924,Ocypus_olens,0935,2.0,5.12,3.93,4.83,4.85,27.44,4.64,46.383306,14.510889,Slovenia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Staphylininae,Staphylinini,Ocypus,olens,925,Ocypus_olens,0935,2.0,5.12,3.93,4.83,4.85,27.44,4.64,46.383306,14.510889,Slovenia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Staphylininae,Staphylinini,Ocypus,olens,926,Ocypus_olens,0935,0.5,5.12,3.93,4.83,4.85,27.44,4.64,46.383306,14.510889,Slovenia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Staphylininae,Staphylinini,Ocypus,olens,951,Ocypus_olens,0954,0.5,6.06,2.91,3.99,4.76,25.16,3.83,46.389694,14.506028,Slovenia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Staphylininae,Staphylinini,Ocypus,olens,1935,Ocypus_olens,1988,2.0,5.42,2.72,5.51,5.12,30.11,5.58,50.947128,7.147713,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Staphylininae,Staphylinini,Ocypus,olens,1936,Ocypus_olens,1988,2.0,5.42,2.72,5.51,5.12,30.11,5.58,50.947128,7.147713,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Staphylininae,Staphylinini,Ocypus,olens,1958,Ocypus_olens,2017,2.0,5.55,2.73,5.79,5.17,29.92,5.4,50.9025756618504,6.90834858451909,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Staphylininae,Staphylinini,Ocypus,olens,1959,Ocypus_olens,2018,2.0,5.58,2.76,5.81,5.35,35.05,5.07,50.9025756618504,6.90834858451909,Germany
Neoptera,Endopterygota,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Staphylininae,Staphylinini,Ocypus,olens,2422,Ocypus_olens,0935,2.0,5.12,3.93,4.83,4.85,27.44,4.64,46.383306,14.510889,Slovenia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Staphylininae,Staphylinini,Ocypus,olens,2423,Ocypus_olens,0935,2.0,5.12,3.93,4.83,4.85,27.44,4.64,46.383306,14.510889,Slovenia
Neoptera,Endopterygota,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Staphylininae,Staphylinini,Ocypus,olens,2424,Ocypus_olens,0935,2.0,5.12,3.93,4.83,4.85,27.44,4.64,46.383306,14.510889,Slovenia
